id,subject_id,code,name,emoji,level,units,desc,prereqs,antireqs
1946,58,603,Travel Study,,6,6.00,"An international perspective on performance and culture that crosses the disciplinary boundaries of Dance, Drama and Music.",Consent of the School.,Consent of the School.
1947,58,609,Interdisciplinary Processes,,6,3.00,Concepts and principles of interdisciplinarity are examined through examples of artistic practice and research with opportunities for practical application in preparation for thesis work.,,
1948,59,356,Topics in Perspectives on Eastern Europe,,3,3.00,"Selected significant current issues in East-European cultures through the lens of literature, visual arts, drama, music, and film.",,
1949,60,201,Introductory Sociology,,2,3.00,"Sociology as a discipline examines how the society in which we live influences our thinking and behaviour. An introduction to sociology through the study of society, social institutions, group behaviour and social change.",,
1950,60,301,Topics in Sociology,,3,3.00,A variety of sociological topics are explored at an introductory level.,Sociology 201.,Sociology 201.
1951,60,303,Sociology of Gender,,3,3.00,"A sociological exploration of the way genders are constructed and how they play-out at the level of individuals and institutions, and in diverse social contexts.",Sociology 201.,Sociology 201.
1952,60,307,Sociology of Indigenous People in Canada,,3,3.00,"The dynamics of Indigenous groups' relations with each other and the larger society. Topics include decolonization and relations with the state, demography, Indigenous organizations, Indigenous nationalism and nation-building, power, social class and public policy.",Sociology 201.,Sociology 201.
1953,60,309,Alberta Society,,3,3.00,"Sociological introduction to the ideology, composition, dynamics, and institutions of Albertan society, using external comparisons where relevant.",Sociology 201.,Sociology 201.
1954,60,311,Introductory Social Statistics I,,3,3.00,"Univariate and bivariate statistics for survey data. Topics include cross tabular analysis, the normal distribution, confidence intervals for means, hypothesis testing, Chi-squared and F distributions and bivariate linear regression analysis. In labs statistical software to analyze survey data will be used.",Sociology 201.,Sociology 201.
1955,60,313,Introductory Social Research Methods,,3,3.00,"Research processes including problem definition, data collection and analyses; quantitative and qualitative strategies.",Sociology 201.,Sociology 201.
1956,60,315,Introductory Social Statistics II,,3,3.00,"Multivariate statistics for survey data; and measurement issues in quantitative research. Topics include reliability, multivariate tabular analysis, multiple regression, dummy variable regression, statistical interaction and path analysis. In labs statistical software to test measurement and causal models will be used.",Sociology 311.,Sociology 311.
1957,60,321,Sociology of Health and Illness,,3,3.00,"Introduction to social factors influencing health, illness, and medicine. Topics covered may include the organization of medical institutions and occupations, the socialization of medical professionals, the social construction of illness, social determinants of health, and comparative health-care systems and policy.",Sociology 201.,Sociology 201.
1958,60,325,Introduction to Deviance and Social Control,,3,3.00,"The presentation and analysis of theories of criminality and of non-criminal deviance, methods to uncover the incidence of deviance and criminality, a survey of forms of deviant and criminal behaviours, and the social and institutional responses to them.",Sociology 201.,Sociology 201.
1959,60,327,Introduction to Criminal Justice,,3,3.00,"Introduction to the field of criminal justice in Canada from a sociological perspective. May include: examination of the definitions of crime; crime measurement; institutional responses to crime by the police, the courts and correctional services; and alternatives to the justice model.",Sociology 201.,Sociology 201.
1960,60,329,The Sociology of Law,,3,3.00,"An introduction to sociological problems regarding the origin, impact and definition of law, dispute resolution, and the relationship between law and social change.",Sociology 201.,Sociology 201.
1961,60,331,Classical Sociological Theory,,3,3.00,The development of sociological theory from the nineteenth century to the Second World War.,Sociology 201.,Sociology 201.
1962,60,333,Contemporary Sociological Theory,,3,3.00,The development of sociological theory from the Second World War to the present.,Sociology 331.,Sociology 331.
1963,60,341,Social Psychology,,3,3.00,"A wide range of interdependent individual and social topics that influence our thinking, feeling, and behaviour. Topics may include social cognition, perception, social experience, group behaviour, social interaction, and emotions.",Sociology 201.,Sociology 201.
1964,60,345,Mass Communication,,3,3.00,"A critical, theoretically-informed look at what it means to live in a society in which the forms and content of mass media/mass communication – and our uses of them – shape our lives in significant ways.",Sociology 201.,Sociology 201.
1965,60,353,Urban Sociology,,3,3.00,Discusses the impact of urbanization on social relationships by analyzing city living in historical and global perspective but also through local issues such as density and neighbourhoods.  Provides a sociological perspective on issues that cities are facing today.,Sociology 201.,Sociology 201.
1966,60,355,Population and Society,,3,3.00,"Introduction to social demography – the study of population structure (size, composition and distribution) and processes (fertility, mortality and migration). Focuses on both empirical and theoretical relationships between demography, social change and structured inequality.",Sociology 201.,Sociology 201.
1967,60,365,Social Stratification,,3,3.00,Introduction to the sociological study of social inequalities and stratification and the major theoretical explanations of social inequalities.,Sociology 201.,Sociology 201.
1968,60,371,Sociology of Families,,3,3.00,"A sociological examination of family life in all its multiple and changing forms. Topics may include key transitions and common practices in family life; gender, sexuality and family life, and family life in cross-cultural context.",Sociology 201.,Sociology 201.
1969,60,373,Sociology of Aging,,3,3.00,Social and institutional factors associated with aging in modern society.,Sociology 201.,Sociology 201.
1970,60,375,Sociology of Ethnicity and Racialization,,3,3.00,"Introduction to the forms of ethnic and racial dynamics in selected cases around the world. Such concepts as identity, ethnicity, race, racialization, racism, assimilation, integration, pluralism, colonialism, post-colonialism, transnationalism and diasporas are examined in theoretical and cross-national contexts.",Sociology 201.,Sociology 201.
1971,60,377,Sociology of Religion,,3,3.00,An introduction to the theories and concepts utilized by sociologists to interpret religious behaviour and the organization of religion.,Sociology 201.,Sociology 201.
1972,60,393,Sociology of Work,,3,3.00,A sociological perspective for gaining a better understanding of the meaning and nature of work. Provides an overview of core concepts and current topics fundamental to understanding work in society.,Sociology 201.,Sociology 201.
1973,60,399,Sociology of Sport,,3,3.00,"Organized around the theme of social problems in sport, examines sports-related behaviour, consumption, and sponsorship. A variety of approaches shows how sport is socially constructed and embodies different meanings for different groups of people.",Sociology 201.,Sociology 201.
1974,60,401,Advanced Topics in Sociology,,4,3.00,A variety of specialized sociological topics are explored at an advanced level.,Sociology 313.,Sociology 313.
1975,60,403,Topics in Gender Relations,,4,3.00,"Selected themes and issues in the sociology of gender relations. Topics such as illness, consumer society, environmental risk, compassion, homelessness, poverty and identity have recently been explored.","Sociology 303, 313, 315, 331, 333.","Sociology 303, 313, 315, 331, 333."
1976,60,405,Topics in Canadian Social Structure,,4,3.00,"A macro-level examination of Canadian social structure including a socio-developmental analysis of selected Canadian institutions such as bilingualism, regionalism, multiculturalism, multinational corporations, and ethnic stratification. Critical examination of sociological models for the study of Canadian society.","Sociology 313, 315, 331, 333.","Sociology 313, 315, 331, 333."
1977,60,407,Sociology of the Body,,4,3.00,"Considers aspects of the lived body and the body as object of social construction, modification, and regulation.","Sociology 313, 315, 331, 333; and 3 units from 303, 307, 321, 373, 375, 399.","Sociology 313, 315, 331, 333; and 3 units from 303, 307, 321, 373, 375, 399."
1978,60,409,Social Determinants of Health,,4,3.00,An advanced study of health in a social context. Examines the social determinants of health and illness outcomes along with their implications for public policies conducive to better health.,"Sociology 313, 315, 321, 331, 333.","Sociology 313, 315, 321, 331, 333."
1979,60,413,Qualitative Research Methods,,4,3.00,"Research methods such as participant observation, naturalistic observation, interviewing, non-reactive techniques, and life histories, and methodological issues such as gaining access to subjects, and issues pertaining to the ethics of research.","Sociology 313, 315, 331, 333.","Sociology 313, 315, 331, 333."
1980,60,419,Topics in the Sociology of Health and Illness,,4,3.00,Advanced analysis of selected themes and issues in the sociology of health and illness.,"Sociology 313, 315, 321, 331, 333.","Sociology 313, 315, 321, 331, 333."
1981,60,421,Topics in Deviance and Criminology,,4,3.00,Advanced study of contemporary issues in the research in deviance and crime.,"Sociology 313, 315, 325, 331, 333.","Sociology 313, 315, 325, 331, 333."
1982,60,423,The Sociology of Youth Crime,,4,3.00,Explanations of the criminal activities of young people including an assessment of treatment strategies and legal regimes developed in response to this behaviour.,"Sociology 313, 315, 327, 331, 333.","Sociology 313, 315, 327, 331, 333."
1983,60,425,The Sociology of Violence,,4,3.00,An exploration of violence in a variety of situations and social institutions and more general patterns of victimization in contemporary society.,"Sociology 313, 315, 325, 331, 333.","Sociology 313, 315, 325, 331, 333."
1984,60,427,The Social Organization of Criminal Justice,,4,3.00,Comparative social organization of the criminal justice system from a sociological perspective; special attention to and analysis of the structure of the Canadian criminal justice system.,"Sociology 313, 315, 327, 331, 333.","Sociology 313, 315, 327, 331, 333."
1985,60,435,The Sociology of Knowledge,,4,3.00,"The study of knowledge as a social practice; theories of knowledge, representation and interpretation; practical knowledge in everyday life; the role of organized knowledge in social domains such as science, biomedicine, bureaucracy, social service administration and professional occupations.","Sociology 313, 315, 331, 333.","Sociology 313, 315, 331, 333."
1986,60,443,Topics in Social Psychology,,4,3.00,An advanced study of social processes and interactions of persons in groups with some methodological considerations.,"Sociology 313, 315, 331, 333, 341.","Sociology 313, 315, 331, 333, 341."
1987,60,445,Visual Sociology,,4,3.00,"Visual representation in contemporary society. Social Practices of making and using Visual images, such as photographs. The use of visual methods in sociological research.","Sociology 313, 315, 331, 333.","Sociology 313, 315, 331, 333."
1988,60,453,Topics in Urban Sociology,,4,3.00,Critical analysis of theories of urban institutional and ecological characteristics. Emphasis is on comparative data derived from a sample of world cities.,"Sociology 313, 315, 331, 333, 353.","Sociology 313, 315, 331, 333, 353."
1989,60,461,Worker Movements and Labour Unions,,4,3.00,"A social movement perspective on working class struggle and accommodation in capitalist societies. Historical and contemporary movements will be considered, with an emphasis on Canada.","Sociology 313, 315, 331, 333.","Sociology 313, 315, 331, 333."
1990,60,467,Ethnic Relations in Canada,,4,3.00,An introduction to the structure and form of ethnic (racial) group relations in Canada. Contemporary relations will be analyzed from a historical perspective.,"Sociology 313, 315, 331, 333, 375.","Sociology 313, 315, 331, 333, 375."
1991,60,471,Topics in the Sociology of Families,,4,3.00,Selected themes and issues in the sociology of families.,"Sociology 313, 315, 331, 333, 371.","Sociology 313, 315, 331, 333, 371."
1992,60,475,Topics in Race and Ethnic Relations,,4,3.00,Advanced analysis of selected themes and issues in race and ethnic relations within the framework of theory and research.,"Sociology 313, 315, 331, 333, 375.","Sociology 313, 315, 331, 333, 375."
1993,60,483,Topics in Social Inequalities and Social Justice,,4,3.00,"Advanced, critical analysis of the causes and consequences of dimensions of social stratification and patterned inequalities. Teaching and learning practices are organized around social justice principles, i.e. ensuring the representation of diverse voices and perspectives.","Sociology 307, 313, 315, 331, 333, 365.","Sociology 307, 313, 315, 331, 333, 365."
1994,60,485,Topics in Social Theory,,4,3.00,Exploration of selected themes in social theory to develop advanced knowledge of specific social theorists and schools of social theory.,"Sociology 313, 315, 331, 333.","Sociology 313, 315, 331, 333."
1995,60,487,Sociology of Development,,4,3.00,A study of the process of change and modernization in the developing areas of the world.,"Sociology 313, 315, 331, 333.","Sociology 313, 315, 331, 333."
1996,60,493,Topics in the Sociology of Work,,4,3.00,"Selected themes and issues in the sociology of work. May include gender and work, families and work, and the sociology of organizations.","Sociology 313, 315, 331, 333, 393.","Sociology 313, 315, 331, 333, 393."
1997,60,499,Field School/Seminar in Sociology,,4,1.50,"A variety of specialized topics explored through concentrated learning opportunities. May include urban issues, the self in society, settlement and immigration, and disorder and crime.",Consent of the Department.,Consent of the Department.
1998,60,501,Directed Study,,5,3.00,Independent study of a variety of advanced topics under the supervision of a member of the department.,"6 units in courses labelled Sociology at the 400 level, and consent of the Department.","6 units in courses labelled Sociology at the 400 level, and consent of the Department."
1999,60,504,Integrative Seminar,,5,3.00,"Advanced topics in sociology to facilitate special research projects, especially community-engaged and/or group research.","6 units in courses labelled Sociology at the 400 level, and consent of the Department.","6 units in courses labelled Sociology at the 400 level, and consent of the Department."
2000,60,590,Sociology Honours Thesis and Seminar,,5,6.00,"Students will conduct an independent research project under the direction of a supervisor. In the seminar, students will discuss and present their projects and other topics relevant to conducting research.",Admission to the Sociology Honours program and consent of the Department.,Admission to the Sociology Honours program and consent of the Department.
2001,60,601,Seminar in Special Topics in Sociology,,6,3.00,Seminar on special topics. Consult Department for Details.,Consent of the Department.,Consent of the Department.
2002,60,602,Master's Seminar in Professional Sociology,,6,6.00,,,
2003,60,603,Seminar in Sociology of Health and Illness,,6,3.00,,Consent of the Department.,Consent of the Department.
2004,60,604,Directed Reading,,6,3.00,Independent study at the master's level of a selected topic under the supervision of a member of the department.,,
2005,60,611,Social Statistics: The General Linear Model,,6,3.00,"Multiple regression with applications to sociological research, with topics such as regression diagnostics, categorical predictors, non-linear relationships, logistic regression, and testing of mediation and moderation.",Consent of the Department.,Consent of the Department.
2006,60,613,Seminar in Quantitative Research Methods,,6,3.00,"Advanced study in the theory and practice of quantitative research methods. Topics may include the logic of causality, mixed methods designs, sampling, measurement, survey construction and implementation.",Consent of the Department.,Consent of the Department.
2007,60,615,Seminar in Qualitative Research Methods,,6,3.00,"Advanced study in the theory and practice of qualitative research methods. Topics may include participant observation, in-depth interviews, narrative analysis, conversation and discourse analysis, autoethnography, archival research, and feminist research methods.",Consent of the Department.,Consent of the Department.
2008,60,625,Seminar on Deviant Behaviour,,6,3.00,,Consent of the Department.,Consent of the Department.
2009,60,631,Seminar in Sociological Theory,,6,3.00,,Consent of the Department.,Consent of the Department.
2010,60,653,Seminar on Urban Sociology,,6,3.00,,Consent of the Department.,Consent of the Department.
2011,60,667,Seminar on Ethnic Relations,,6,3.00,,Consent of the Department.,Consent of the Department.
2012,60,671,"Seminar on Families, Relationships, and Personal Life",,6,3.00,,Consent of the Department.,Consent of the Department.
2013,60,677,Seminar in Sociology of Gender Relations,,6,3.00,,Consent of the Department.,Consent of the Department.
2014,60,699,Special Topics in Sociology,,6,1.50,,Consent of the Department.,Consent of the Department.
2015,60,701,Doctoral Seminar in Sociology,,7,3.00,Seminar on selected topics. Consult Department for details.,Consent of the Department.,Consent of the Department.
2016,60,702,Doctoral Seminar in Professional Sociology,,7,6.00,,Consent of the Department.,Consent of the Department.
2017,60,704,Directed Reading,,7,3.00,Independent study at the doctoral level of a selected topic under the supervision of a member of the department.,Consent of the Department.,Consent of the Department.
2018,60,705,Selected Topics in Advanced Methodological Issues,,7,1.50,,Consent of the Department.,Consent of the Department.
2019,60,711,Selected Topics in Advanced Quantitative Methods,,7,1.50,,Consent of the Department.,Consent of the Department.
2020,60,715,Selected Topics in Advanced Qualitative Methods,,7,1.50,,Consent of the Department.,Consent of the Department.
2021,60,731,Doctoral Seminar in Sociological Theory,,7,3.00,,Consent of the Department.,Consent of the Department.
2022,61,203,Understanding South Asia,,2,3.00,"The roots of ancient civilization; society, resources and environment; racial, ethnic and cultural diversities; philosophic and religious traditions; arts and aesthetics; historical bases of tradition and modernity; role of education in social development; ideological differences and economic development. Primary focus on India, Sri Lanka, Pakistan, Bangladesh, Bhutan and Nepal.",,
2023,61,303,Contemporary Indian Society and Culture,,3,3.00,"Interdisciplinary exploration of the culture and society of India today. Emphasis will be on casteism, communalism, religion, regionalism, globalization, ethnicity, class and gender in Indian society.",South Asian Studies 203 or 315.,South Asian Studies 203 or 315.
2024,61,499,Topics in South Asian Studies,,4,3.00,"Investigation of themes and methodologies related to the study of South Asian civilizations. A single theme, multiple themes or the study and application of one or more methods employed in Asian Studies may be offered. 
499.01. Methods in South Asian Studies
499.02. Contemporary Issues in South Asia
499.03. Topics in the History of South Asia","3 units from South Asian Studies 203, 303, 315 or 415.","3 units from South Asian Studies 203, 303, 315 or 415."
2025,61,531,Supervised Research in South Asian Studies,,5,3.00,"An interdisciplinary, inquiry-based course in which students pursue a supervised research project on a topic related to social, philosophical, economic, political and/or international issues within South Asia.","3 units from South Asian Studies 203, 303, 315 or 415 and consent of the Program Co-ordinator.","3 units from South Asian Studies 203, 303, 315 or 415 and consent of the Program Co-ordinator."
2026,62,201,Beginners' Spanish I,,2,3.00,"A comprehensive course for students with no prior knowledge of Spanish, focused on listening, speaking, reading, and writing skills having to do with immediate needs in everyday situations. Emphasis on intercultural awareness of Spanish-speaking cultures.",,
2027,62,203,Beginners' Spanish II,,2,3.00,"Development of listening, speaking, reading, and writing skills on familiar topics and topics of personal interest. Special emphasis on intercultural awareness of Spanish-speaking cultures.",Spanish 30 or 201.,Spanish 30 or 201.
2028,62,301,Intermediate Spanish I,,3,3.00,"Advances the development of the three major modes of communication: interactional, interpretative, and presentational, with emphasis on intercultural understanding of Spanish-speaking cultures.",Spanish 203.,Spanish 203.
2029,62,303,Intermediate Spanish II,,3,3.00,"Advances the development of the three major modes of communication: interactional, interpretative, and presentational, with emphasis on intercultural understanding of Spanish-speaking cultures, enabling communication on a variety of topics and comprehension and discussion of more complex texts and ideas.",Spanish 301.,Spanish 301.
2030,62,321,Contemporary Hispanic Cultures for Heritage and Bilingual Speakers,,3,3.00,"Study of current issues in the Hispanic world, designed for heritage, native and bilingual Spanish speakers. Extensive reading and writing with a focus on academic Spanish.","Consent of the School of Languages, Linguistics, Literatures and Cultures.","Consent of the School of Languages, Linguistics, Literatures and Cultures."
2031,62,323,Introduction to Textual Analysis and Composition,,3,3.00,"Focus on all forms of communication in Spanish, including journalistic, scientific, literary texts and other media, with emphasis on critical reading as well as analytical written assignments.",Spanish 301.,Spanish 301.
2032,62,355,Topics in Hispanic Literature in Translation,,3,3.00,"Introduces and examines selected texts by author, genre or period. Designed to explore literary issues and ideas in their cultural context.",,
2033,62,405,High-Intermediate Spanish,,4,3.00,"Development of reading skills through selected online materials or books. Increased emphasis on accurate pronunciation and ability to communicate in a more spontaneous Spanish as well as in written form. Review of selected grammatical structures, vocabulary enrichment and development of conversation skills dealing with cultural issues.",Spanish 303 and 3 units of courses labelled Spanish at the 300 level or above.,Spanish 303 and 3 units of courses labelled Spanish at the 300 level or above.
2034,62,407,Critical Thinking in Spanish,,4,3.00,"Designed to develop students' critical thinking skills and academic writing proficiency. Further development of reading and writing skills, through the analysis of selected texts and constant practice in writing expository and argumentative essays from outline to completion. Writing is seen as a process that includes many states of development, revision and editing.",Spanish 303 and 3 units of courses labelled Spanish at the 300 level or above.,Spanish 303 and 3 units of courses labelled Spanish at the 300 level or above.
2035,62,409,Topics in Experiential Learning in Spanish,,4,3.00,Opportunity to learn about the cultural diversity of the Hispanic world in an immersion setting in Spain or Latin America.,Consent of the Spanish Program Co-ordinator.,Consent of the Spanish Program Co-ordinator.
2036,62,421,Introduction to Hispanic Prose,,4,3.00,"Analysis of selected Spanish and Spanish-American novels, short stories and essays, with an emphasis on literary analysis and literary history.",Spanish 303 and 3 units of courses labelled Spanish at the 300 level or above.,Spanish 303 and 3 units of courses labelled Spanish at the 300 level or above.
2037,62,423,Introduction to Hispanic Poetry and Drama,,4,3.00,"Analysis of Spanish and/or Spanish-American poetry and plays, with an emphasis on literary analysis and literary history.",Spanish 303 and 3 units of courses labelled Spanish at the 300 level or above.,Spanish 303 and 3 units of courses labelled Spanish at the 300 level or above.
2038,62,437,Spanish and Latin American Short Story,,4,3.00,"The analysis and interpretation of shorter fictional forms in Spain and Latin America, progressing from basic narrative techniques to the broad range of critical approaches to literary works. Strong emphasis will be placed on the understanding of the Hispanic cultures through literature and the development of critical thinking.",Spanish 303 and 3 units of courses labelled Spanish at the 300 level or above.,Spanish 303 and 3 units of courses labelled Spanish at the 300 level or above.
2039,62,441,Women's Perspectives,,4,3.00,"Literary, artistic and other cultural works produced by Spanish, Latin American, Caribbean and Latina women. A variety of topics and disciplines (film, art, photography, philosophy, etc.) will be examined. Class material will include theoretical and critical texts, primarily from feminism. Format and content of course may vary from year-to-year.",Spanish 303 and 3 units of courses labelled Spanish at the 300 level or above.,Spanish 303 and 3 units of courses labelled Spanish at the 300 level or above.
2040,62,471,Topics in Hispanic Cinema,,4,3.00,"Study of Spanish, Latin American, Caribbean and Chicano cinema in its historical, political, and social context. Examines a variety of topics (national and gender identities, construction of myths, relations of cinema to popular culture, relations between cinema and literature, etc.). Use of contemporary theories of cinematographic expression.",Spanish 303 and 3 units of courses labelled Spanish at the 300 level or above.,Spanish 303 and 3 units of courses labelled Spanish at the 300 level or above.
2041,62,473,Topics in Hispanic Cultures,,4,3.00,"Selected topics in Hispanic history, literature and/or art.",Spanish 303 and 3 units of courses labelled Spanish at the 300 level or above.,Spanish 303 and 3 units of courses labelled Spanish at the 300 level or above.
2042,62,474,Topics in Music and Cultures of Hispanic Countries,,4,3.00,"Study of Hispanic cultures through their musical creations. Examination of ancient music to the present, genres, interpreters, lyrics, dances and musical instruments.",Consent of the Spanish Program Co-ordinator.,Consent of the Spanish Program Co-ordinator.
2043,62,475,Topics in Spanish Language,,4,3.00,"Topics in Spanish phonology, dialectology, and other general aspects of the Spanish language.",Spanish 303 and 3 units of courses labelled Spanish at the 300 level or above.,Spanish 303 and 3 units of courses labelled Spanish at the 300 level or above.
2044,62,499,Topics in Hispanic Studies,,4,3.00,"Discussion of selected topics in Hispanic language, literature or culture.",Spanish 303 and 3 units of courses labelled Spanish at the 300 level or above.,Spanish 303 and 3 units of courses labelled Spanish at the 300 level or above.
2045,62,504,"Topics in Literary, Film, and Cultural Theories",,5,3.00,"An introduction to modern literary, film, and cultural theories and its various schools of thought, with application to works of Hispanic literatures, cultures, and film.",Spanish 405 and 9 units of courses labelled Spanish at the 400 level.,Spanish 405 and 9 units of courses labelled Spanish at the 400 level.
2046,62,505,Advanced Spanish,,5,3.00,"Advanced course in Spanish language and culture with particular emphasis on composition, vocabulary building and linguistic accuracy. Includes a capstone project to combine the knowledge and skills learned in the Spanish Major with other areas of concentration. It may include readings and enhancement of learning through other media.",Spanish 405 and 9 units in courses labelled Spanish at the 400 level.,Spanish 405 and 9 units in courses labelled Spanish at the 400 level.
2047,62,508,Topics in Hispanic Linguistics and Language Teaching,,5,3.00,"Theoretical and/or applied analysis of one or more of the following components of the Spanish language: morphology, syntax, phonology/phonetics, semantics, pragmatics, sociolinguistics, history. An introduction to Spanish as a second language teaching, and assessment.",Spanish 405 and 9 units in courses labelled Spanish at the 400 level.,Spanish 405 and 9 units in courses labelled Spanish at the 400 level.
2048,62,512,Advanced Topics in Spanish American Literatures and Cultures,,5,3.00,"Reading and analysis of the literature and culture of Spanish America. The course may cover multiple genres, authors, movements, regions or topics.",Spanish 405 and 9 units in courses labelled Spanish at the 400 level.,Spanish 405 and 9 units in courses labelled Spanish at the 400 level.
2049,62,532,Topics in Spanish American and Spanish Film,,5,3.00,"In-depth study of Hispanic Cinemas, including genres, movements, histories, industrial mechanisms of distribution, and cultural reception, in consolidated, developing and emerging film industries. Content can be organized based on region (Chicano/a, Mexican, Spanish cinema, etc.); theme (identity, transnationalism, women’s cinema, etc.); genre (road movie, documentary, border cinema, auteur cinema, etc.); filmmakers and/or by identifiable traditions (cine de la movida, Nuevo cine latinomericano, New cinemas, etc.). Use of contemporary theories and study of cinematographic techniques.",Spanish 405 and 9 units in courses labelled Spanish at the 400 level.,Spanish 405 and 9 units in courses labelled Spanish at the 400 level.
2050,62,536,General Topics in Hispanic Studies,,5,3.00,"In-depth study of literary and cultural issues which could include marginalization, identity, nationalism, the emergence of silenced voices, globalization and/or other innovative developments.",Spanish 405 and 9 units in courses labelled Spanish at the 400 level.,Spanish 405 and 9 units in courses labelled Spanish at the 400 level.
2051,62,575,Topics in Spanish Literature and Culture,,5,3.00,"Reading and analysis of the literature and culture of Spain. Topics may be defined by genre, authors, movements, or themes.",Spanish 405 and 9 units in courses labelled Spanish at the 400 level.,Spanish 405 and 9 units in courses labelled Spanish at the 400 level.
2052,62,598,Honours Thesis,,5,6.00,Students carry out a research project under the supervision of a faculty member and submit a thesis written in Spanish.,Admission to Spanish Honours program and completion of 75 units.,Admission to Spanish Honours program and completion of 75 units.
2053,62,599,Directed Research,,5,3.00,Directed research for advanced students.,Spanish 405 and 9 units in courses labelled Spanish at the 400 level.,Spanish 405 and 9 units in courses labelled Spanish at the 400 level.
2054,62,604,"Topics in Literary, Film, and Cultural Theories",,6,3.00,"Advanced studies of modern literary, film, and cultural theories and various schools of thought, with application to works of Hispanic literatures, cultures, and film.",,
2055,62,606,Topics in Early Modern Literature Written in Spanish,,6,3.00,"An in-depth study of early-modern literary texts (prose, theatre, and/or poetry) taking into account their historical and sociocultural context as well as secondary criticism and relevant theoretical approaches.",,
2056,62,608,Specialized Studies in Hispanic Linguistics and Language Teaching,,6,3.00,A critical and comprehensive review of any subfield within Hispanic Linguistics and/or an in-depth study of the acquisition and/or the teaching of Spanish.,,
2057,62,612,Cervantes Studies,,6,3.00,An in-depth study of Miguel de Cervantes’ works taking into account its historical and sociocultural context as well as secondary criticism and relevant theoretical approaches.,,
2058,62,616,Topics in Spanish and Spanish American Poetry,,6,3.00,"An in-depth study of Hispanic poetry, major works and authors, aesthetic movements, and selected themes, including exile and migration, violence, mourning and memory.",,
2059,62,626,Topics in Spanish and Spanish American Prose Fiction,,6,3.00,"Critical analysis of the most important trends in Spanish and Spanish American prose fiction of the 20th/21st Century. Selected topics might include, among others, the relationship between body and nation building, the bildungsroman, violence and resistance, travel, displacement and sense of place.",,
2060,62,628,Feminisms and Gender Studies,,6,3.00,"Critical analysis of historical and contemporary debates in feminist and gender studies. Focus on feminist theories to analyze works by 20th and 21st Century Latin American or Spanish women writers. Examination of the relationship between sex and gender, and the multiple factors (power relations, space, ethnicity, class, nationality) that influence the construction of both femininities and masculinities.",,
2061,62,632,Critical Analysis of Hispanic Film,,6,3.00,"A critical and comprehensive study of Hispanic Film, including genres, movements, histories, distribution, and cultural reception. Content can be organized based on region, topic, genre, filmmakers and/or by identifiable traditions. Additional focus on contemporary theories and cinematographic techniques.",,
2062,62,637,Identities and Post-Colonial Voices,,6,3.00,"An in-depth study of cultural identity formations in works by Latin American writers by using post-colonial theories proposed by Walter Mignolo, Nestor García Canclini, Sara Castro-Klaren, and Santiago Castro Gómez among many others.",,
2063,62,643,"Special Topics in Hispanic Culture, Language or Literature",,6,3.00,An intensive examination of special topics and approaches to the study of the Hispanic world. Delivered in seminar format or independent research and/or reading project that culminates in a major final paper.,,
2064,63,601,MSS First Term Co-operative Education,,6,4.50,Strategic Studies first term co-operative education work placement.,Admission to the co-operative education option of the MSS program.,Admission to the co-operative education option of the MSS program.
2065,63,602,MSS Second Term Co-operative Education,,6,4.50,Strategic Studies second term co-operative education work placement.,Admission to the co-operative education option of the MSS program.,Admission to the co-operative education option of the MSS program.
2066,63,603,Questions and Methods,,6,3.00,"A Block Week introduction to research design and methods in Military and Strategic Studies. Introduces the field, its history, major methodological debates and challenges of interdisciplinary research.",Admission to Military and Strategic Studies graduate program.,Admission to Military and Strategic Studies graduate program.
2067,63,609,The Canadian Military in the Second World War,,6,3.00,"An examination of the political parameters imposed by the Canadian government, the quality of Canadian leadership, and the ""fit"" between British forms of military organization and the fighting quality of Canadian soldiers, sailors and airmen.",,
2068,63,611,Canadian Military Studies,,6,3.00,"Canadian military studies, excepting the two world wars. Topics will include the evolution of Canadian defence policy, past or present, the development and evolution of the Canadian Forces or any of its main elements (army, navy or air force), Canadian military operability with the military forces of Allied nations, and the relationship between Canadian foreign policy and the use of the Canadian military.",,
2069,63,613,The Canadian Military in the First World War,,6,3.00,"The development and operational achievements of the Canadian Expeditionary Force, wartime civil-military relations and conscription politics.",,
2070,63,649,Special Topics in Military and Strategic Studies,,6,3.00,,,
2071,63,651,Reading Seminar,,6,3.00,,Consent of the Graduate Co-ordinator.,Consent of the Graduate Co-ordinator.
2072,63,653,Research Seminar,,6,3.00,,Consent of the Graduate Co-ordinator.,Consent of the Graduate Co-ordinator.
2073,63,655,Classics of Strategy,,6,3.00,"Strategic thought from Sun Tzu to Clausewitz, Mahan to Corbett. Analyzes the writings of classic strategic thinkers and then, by way of case studies, examines their theories as they pertain to military and political planners from the Peloponnesian War to the present.",,
2074,63,657,"Intelligence; Information Operations; and ""Command, Control, Communications and Computers""",,6,3.00,"An assessment of the history of intelligence, information operations, and command systems for military and diplomatic institutions as well as contemporary theory and practice related to these issues.",,
2075,63,659,Sea Power,,6,3.00,The meaning of sea power and an assessment of how modern states use it. An analysis of the writings of major naval strategic thinkers and case-study examination of the application of those theories from Nelson to the present.,,
